Energy_keV,Signal_counts,Background_counts,Total_counts,Total_norm
253.3203125,0,3,3,0.0003354579000335458
253.7109375,0,3,3,0.0003354579000335458
254.1015625,0,3,3,0.0003354579000335458
254.4921875,0,6,6,0.0006709158000670916
254.8828125,0,5,5,0.0005590965000559097
255.2734375,0,1,1,0.00011181930001118193
255.6640625,0,2,2,0.00022363860002236387
256.0546875,0,3,3,0.0003354579000335458
256.4453125,0,1,1,0.00011181930001118193
256.8359375,0,3,3,0.0003354579000335458
257.2265625,0,2,2,0.00022363860002236387
257.6171875,0,4,4,0.00044727720004472774
258.0078125,0,3,3,0.0003354579000335458
258.3984375,0,0,0,0.0
258.7890625,0,2,2,0.00022363860002236387
259.1796875,0,2,2,0.00022363860002236387
259.5703125,0,0,0,0.0
259.9609375,0,1,1,0.00011181930001118193
260.3515625,0,3,3,0.0003354579000335458
260.7421875,0,2,2,0.00022363860002236387
261.1328125,0,2,2,0.00022363860002236387
261.5234375,0,4,4,0.00044727720004472774
261.9140625,0,3,3,0.0003354579000335458
262.3046875,0,2,2,0.00022363860002236387
262.6953125,0,5,5,0.0005590965000559097
263.0859375,0,2,2,0.00022363860002236387
263.4765625,0,2,2,0.00022363860002236387
263.8671875,0,3,3,0.0003354579000335458
264.2578125,0,4,4,0.00044727720004472774
264.6484375,0,0,0,0.0
265.0390625,0,2,2,0.00022363860002236387
265.4296875,0,2,2,0.00022363860002236387
265.8203125,0,4,4,0.00044727720004472774
266.2109375,0,2,2,0.00022363860002236387
266.6015625,0,1,1,0.00011181930001118193
266.9921875,0,1,1,0.00011181930001118193
267.3828125,0,1,1,0.00011181930001118193
267.7734375,0,5,5,0.0005590965000559097
268.1640625,0,4,4,0.00044727720004472774
268.5546875,0,3,3,0.0003354579000335458
268.9453125,0,4,4,0.00044727720004472774
269.3359375,0,2,2,0.00022363860002236387
269.7265625,0,2,2,0.00022363860002236387
270.1171875,0,2,2,0.00022363860002236387
270.5078125,0,3,3,0.0003354579000335458
270.8984375,0,0,0,0.0
271.2890625,0,3,3,0.0003354579000335458
271.6796875,0,1,1,0.00011181930001118193
272.0703125,0,6,6,0.0006709158000670916
272.4609375,0,0,0,0.0
272.8515625,0,3,3,0.0003354579000335458
273.2421875,0,2,2,0.00022363860002236387
273.6328125,0,2,2,0.00022363860002236387
274.0234375,0,2,2,0.00022363860002236387
274.4140625,0,4,4,0.00044727720004472774
274.8046875,0,2,2,0.00022363860002236387
275.1953125,0,6,6,0.0006709158000670916
275.5859375,0,2,2,0.00022363860002236387
275.9765625,0,1,1,0.00011181930001118193
276.3671875,0,1,1,0.00011181930001118193
276.7578125,0,1,1,0.00011181930001118193
277.1484375,0,3,3,0.0003354579000335458
277.5390625,0,1,1,0.00011181930001118193
277.9296875,0,7,7,0.0007827351000782735
278.3203125,0,0,0,0.0
278.7109375,0,6,6,0.0006709158000670916
279.1015625,0,1,1,0.00011181930001118193
279.4921875,0,6,6,0.0006709158000670916
279.8828125,0,4,4,0.00044727720004472774
280.2734375,0,5,5,0.0005590965000559097
280.6640625,0,2,2,0.00022363860002236387
281.0546875,0,2,2,0.00022363860002236387
281.4453125,0,2,2,0.00022363860002236387
281.8359375,0,5,5,0.0005590965000559097
282.2265625,0,3,3,0.0003354579000335458
282.6171875,0,1,1,0.00011181930001118193
283.0078125,0,4,4,0.00044727720004472774
283.3984375,0,2,2,0.00022363860002236387
283.7890625,0,6,6,0.0006709158000670916
284.1796875,0,1,1,0.00011181930001118193
284.5703125,0,2,2,0.00022363860002236387
284.9609375,0,2,2,0.00022363860002236387
285.3515625,0,1,1,0.00011181930001118193
285.7421875,0,1,1,0.00011181930001118193
286.1328125,0,3,3,0.0003354579000335458
286.5234375,0,5,5,0.0005590965000559097
286.9140625,0,3,3,0.0003354579000335458
287.3046875,0,3,3,0.0003354579000335458
287.6953125,0,3,3,0.0003354579000335458
288.0859375,0,2,2,0.00022363860002236387
288.4765625,0,1,1,0.00011181930001118193
288.8671875,0,0,0,0.0
289.2578125,0,2,2,0.00022363860002236387
289.6484375,0,3,3,0.0003354579000335458
290.0390625,0,0,0,0.0
290.4296875,0,4,4,0.00044727720004472774
290.8203125,0,1,1,0.00011181930001118193
291.2109375,0,3,3,0.0003354579000335458
291.6015625,0,2,2,0.00022363860002236387
291.9921875,0,3,3,0.0003354579000335458
292.3828125,0,1,1,0.00011181930001118193
292.7734375,0,1,1,0.00011181930001118193
293.1640625,0,0,0,0.0
293.5546875,0,2,2,0.00022363860002236387
293.9453125,0,0,0,0.0
294.3359375,0,3,3,0.0003354579000335458
294.7265625,0,5,5,0.0005590965000559097
295.1171875,0,3,3,0.0003354579000335458
295.5078125,0,5,5,0.0005590965000559097
295.8984375,0,1,1,0.00011181930001118193
296.2890625,0,3,3,0.0003354579000335458
296.6796875,0,0,0,0.0
297.0703125,0,2,2,0.00022363860002236387
297.4609375,0,2,2,0.00022363860002236387
297.8515625,0,1,1,0.00011181930001118193
298.2421875,0,1,1,0.00011181930001118193
298.6328125,0,4,4,0.00044727720004472774
299.0234375,0,2,2,0.00022363860002236387
299.4140625,0,2,2,0.00022363860002236387
299.8046875,0,6,6,0.0006709158000670916
300.1953125,0,2,2,0.00022363860002236387
300.5859375,0,5,5,0.0005590965000559097
300.9765625,0,1,1,0.00011181930001118193
301.3671875,0,1,1,0.00011181930001118193
301.7578125,0,3,3,0.0003354579000335458
302.1484375,0,2,2,0.00022363860002236387
302.5390625,0,2,2,0.00022363860002236387
302.9296875,0,3,3,0.0003354579000335458
303.3203125,0,4,4,0.00044727720004472774
303.7109375,0,1,1,0.00011181930001118193
304.1015625,0,1,1,0.00011181930001118193
304.4921875,0,3,3,0.0003354579000335458
304.8828125,0,0,0,0.0
305.2734375,0,1,1,0.00011181930001118193
305.6640625,0,4,4,0.00044727720004472774
306.0546875,0,2,2,0.00022363860002236387
306.4453125,0,3,3,0.0003354579000335458
306.8359375,0,0,0,0.0
307.2265625,0,1,1,0.00011181930001118193
307.6171875,0,1,1,0.00011181930001118193
308.0078125,0,2,2,0.00022363860002236387
308.3984375,0,2,2,0.00022363860002236387
308.7890625,0,1,1,0.00011181930001118193
309.1796875,0,1,1,0.00011181930001118193
309.5703125,0,2,2,0.00022363860002236387
309.9609375,0,2,2,0.00022363860002236387
310.3515625,0,3,3,0.0003354579000335458
310.7421875,0,1,1,0.00011181930001118193
311.1328125,0,0,0,0.0
311.5234375,0,1,1,0.00011181930001118193
311.9140625,0,4,4,0.00044727720004472774
312.3046875,0,2,2,0.00022363860002236387
312.6953125,0,0,0,0.0
313.0859375,0,1,1,0.00011181930001118193
313.4765625,0,1,1,0.00011181930001118193
313.8671875,0,1,1,0.00011181930001118193
314.2578125,0,3,3,0.0003354579000335458
314.6484375,0,2,2,0.00022363860002236387
315.0390625,0,1,1,0.00011181930001118193
315.4296875,0,2,2,0.00022363860002236387
315.8203125,0,1,1,0.00011181930001118193
316.2109375,0,0,0,0.0
316.6015625,0,2,2,0.00022363860002236387
316.9921875,0,7,7,0.0007827351000782735
317.3828125,0,1,1,0.00011181930001118193
317.7734375,0,2,2,0.00022363860002236387
318.1640625,0,3,3,0.0003354579000335458
318.5546875,0,2,2,0.00022363860002236387
318.9453125,0,1,1,0.00011181930001118193
319.3359375,0,0,0,0.0
319.7265625,0,5,5,0.0005590965000559097
320.1171875,0,0,0,0.0
320.5078125,0,4,4,0.00044727720004472774
320.8984375,0,1,1,0.00011181930001118193
321.2890625,0,4,4,0.00044727720004472774
321.6796875,0,1,1,0.00011181930001118193
322.0703125,0,0,0,0.0
322.4609375,0,1,1,0.00011181930001118193
322.8515625,0,4,4,0.00044727720004472774
323.2421875,0,1,1,0.00011181930001118193
323.6328125,0,1,1,0.00011181930001118193
324.0234375,0,2,2,0.00022363860002236387
324.4140625,0,1,1,0.00011181930001118193
324.8046875,0,1,1,0.00011181930001118193
325.1953125,0,2,2,0.00022363860002236387
325.5859375,0,2,2,0.00022363860002236387
325.9765625,0,1,1,0.00011181930001118193
326.3671875,0,1,1,0.00011181930001118193
326.7578125,0,3,3,0.0003354579000335458
327.1484375,0,2,2,0.00022363860002236387
327.5390625,0,5,5,0.0005590965000559097
327.9296875,0,5,5,0.0005590965000559097
328.3203125,0,1,1,0.00011181930001118193
328.7109375,0,3,3,0.0003354579000335458
329.1015625,0,0,0,0.0
329.4921875,0,2,2,0.00022363860002236387
329.8828125,0,3,3,0.0003354579000335458
330.2734375,0,2,2,0.00022363860002236387
330.6640625,0,1,1,0.00011181930001118193
331.0546875,0,2,2,0.00022363860002236387
331.4453125,0,2,2,0.00022363860002236387
331.8359375,0,2,2,0.00022363860002236387
332.2265625,0,2,2,0.00022363860002236387
332.6171875,0,1,1,0.00011181930001118193
333.0078125,0,0,0,0.0
333.3984375,0,1,1,0.00011181930001118193
333.7890625,0,2,2,0.00022363860002236387
334.1796875,0,3,3,0.0003354579000335458
334.5703125,0,2,2,0.00022363860002236387
334.9609375,0,3,3,0.0003354579000335458
335.3515625,0,2,2,0.00022363860002236387
335.7421875,0,1,1,0.00011181930001118193
336.1328125,0,3,3,0.0003354579000335458
336.5234375,0,6,6,0.0006709158000670916
336.9140625,0,2,2,0.00022363860002236387
337.3046875,0,4,4,0.00044727720004472774
337.6953125,0,4,4,0.00044727720004472774
338.0859375,0,0,0,0.0
338.4765625,0,1,1,0.00011181930001118193
338.8671875,0,4,4,0.00044727720004472774
339.2578125,0,1,1,0.00011181930001118193
339.6484375,0,2,2,0.00022363860002236387
340.0390625,0,2,2,0.00022363860002236387
340.4296875,0,1,1,0.00011181930001118193
340.8203125,0,0,0,0.0
341.2109375,0,1,1,0.00011181930001118193
341.6015625,0,1,1,0.00011181930001118193
341.9921875,0,0,0,0.0
342.3828125,0,2,2,0.00022363860002236387
342.7734375,0,3,3,0.0003354579000335458
343.1640625,0,5,5,0.0005590965000559097
343.5546875,0,1,1,0.00011181930001118193
343.9453125,0,2,2,0.00022363860002236387
344.3359375,0,0,0,0.0
344.7265625,0,0,0,0.0
345.1171875,0,1,1,0.00011181930001118193
345.5078125,0,0,0,0.0
345.8984375,0,1,1,0.00011181930001118193
346.2890625,0,6,6,0.0006709158000670916
346.6796875,0,1,1,0.00011181930001118193
347.0703125,0,2,2,0.00022363860002236387
347.4609375,0,3,3,0.0003354579000335458
347.8515625,0,4,4,0.00044727720004472774
348.2421875,0,1,1,0.00011181930001118193
348.6328125,0,3,3,0.0003354579000335458
349.0234375,0,1,1,0.00011181930001118193
349.4140625,0,0,0,0.0
349.8046875,0,2,2,0.00022363860002236387
350.1953125,0,0,0,0.0
350.5859375,0,2,2,0.00022363860002236387
350.9765625,0,5,5,0.0005590965000559097
351.3671875,0,0,0,0.0
351.7578125,0,1,1,0.00011181930001118193
352.1484375,0,2,2,0.00022363860002236387
352.5390625,0,0,0,0.0
352.9296875,0,1,1,0.00011181930001118193
353.3203125,0,0,0,0.0
353.7109375,0,1,1,0.00011181930001118193
354.1015625,0,2,2,0.00022363860002236387
354.4921875,0,0,0,0.0
354.8828125,0,2,2,0.00022363860002236387
355.2734375,0,2,2,0.00022363860002236387
355.6640625,0,0,0,0.0
356.0546875,0,0,0,0.0
356.4453125,0,0,0,0.0
356.8359375,0,0,0,0.0
357.2265625,0,2,2,0.00022363860002236387
357.6171875,0,1,1,0.00011181930001118193
358.0078125,0,4,4,0.00044727720004472774
358.3984375,0,0,0,0.0
358.7890625,0,1,1,0.00011181930001118193
359.1796875,0,4,4,0.00044727720004472774
359.5703125,0,2,2,0.00022363860002236387
359.9609375,0,3,3,0.0003354579000335458
360.3515625,0,0,0,0.0
360.7421875,0,0,0,0.0
361.1328125,0,3,3,0.0003354579000335458
361.5234375,0,0,0,0.0
361.9140625,0,0,0,0.0
362.3046875,0,0,0,0.0
362.6953125,0,1,1,0.00011181930001118193
363.0859375,0,3,3,0.0003354579000335458
363.4765625,0,0,0,0.0
363.8671875,0,0,0,0.0
364.2578125,0,1,1,0.00011181930001118193
364.6484375,0,3,3,0.0003354579000335458
365.0390625,0,0,0,0.0
365.4296875,0,2,2,0.00022363860002236387
365.8203125,0,1,1,0.00011181930001118193
366.2109375,0,2,2,0.00022363860002236387
366.6015625,0,0,0,0.0
366.9921875,0,2,2,0.00022363860002236387
367.3828125,0,1,1,0.00011181930001118193
367.7734375,0,1,1,0.00011181930001118193
368.1640625,0,0,0,0.0
368.5546875,0,3,3,0.0003354579000335458
368.9453125,0,1,1,0.00011181930001118193
369.3359375,0,4,4,0.00044727720004472774
369.7265625,0,1,1,0.00011181930001118193
370.1171875,0,2,2,0.00022363860002236387
370.5078125,0,1,1,0.00011181930001118193
370.8984375,0,2,2,0.00022363860002236387
371.2890625,0,0,0,0.0
371.6796875,0,0,0,0.0
372.0703125,0,6,6,0.0006709158000670916
372.4609375,0,3,3,0.0003354579000335458
372.8515625,0,2,2,0.00022363860002236387
373.2421875,0,1,1,0.00011181930001118193
373.6328125,0,4,4,0.00044727720004472774
374.0234375,0,1,1,0.00011181930001118193
374.4140625,0,0,0,0.0
374.8046875,0,3,3,0.0003354579000335458
375.1953125,0,0,0,0.0
375.5859375,0,0,0,0.0
375.9765625,0,2,2,0.00022363860002236387
376.3671875,0,0,0,0.0
376.7578125,0,0,0,0.0
377.1484375,0,1,1,0.00011181930001118193
377.5390625,0,1,1,0.00011181930001118193
377.9296875,0,1,1,0.00011181930001118193
378.3203125,0,0,0,0.0
378.7109375,0,0,0,0.0
379.1015625,0,1,1,0.00011181930001118193
379.4921875,0,0,0,0.0
379.8828125,0,1,1,0.00011181930001118193
380.2734375,0,1,1,0.00011181930001118193
380.6640625,0,0,0,0.0
381.0546875,0,1,1,0.00011181930001118193
381.4453125,0,1,1,0.00011181930001118193
381.8359375,0,0,0,0.0
382.2265625,0,1,1,0.00011181930001118193
382.6171875,0,1,1,0.00011181930001118193
383.0078125,0,1,1,0.00011181930001118193
383.3984375,0,0,0,0.0
383.7890625,0,1,1,0.00011181930001118193
384.1796875,0,1,1,0.00011181930001118193
384.5703125,0,1,1,0.00011181930001118193
384.9609375,0,1,1,0.00011181930001118193
385.3515625,0,2,2,0.00022363860002236387
385.7421875,0,1,1,0.00011181930001118193
386.1328125,0,0,0,0.0
386.5234375,0,0,0,0.0
386.9140625,0,1,1,0.00011181930001118193
387.3046875,0,0,0,0.0
387.6953125,0,2,2,0.00022363860002236387
388.0859375,0,1,1,0.00011181930001118193
388.4765625,0,1,1,0.00011181930001118193
388.8671875,0,0,0,0.0
389.2578125,0,2,2,0.00022363860002236387
389.6484375,0,2,2,0.00022363860002236387
390.0390625,0,0,0,0.0
390.4296875,0,0,0,0.0
390.8203125,0,1,1,0.00011181930001118193
391.2109375,0,1,1,0.00011181930001118193
391.6015625,0,1,1,0.00011181930001118193
391.9921875,0,1,1,0.00011181930001118193
392.3828125,0,1,1,0.00011181930001118193
392.7734375,0,1,1,0.00011181930001118193
393.1640625,0,1,1,0.00011181930001118193
393.5546875,0,0,0,0.0
393.9453125,0,2,2,0.00022363860002236387
394.3359375,0,1,1,0.00011181930001118193
394.7265625,0,0,0,0.0
395.1171875,0,2,2,0.00022363860002236387
395.5078125,0,1,1,0.00011181930001118193
395.8984375,0,1,1,0.00011181930001118193
396.2890625,0,1,1,0.00011181930001118193
396.6796875,0,1,1,0.00011181930001118193
397.0703125,0,1,1,0.00011181930001118193
397.4609375,0,0,0,0.0
397.8515625,0,0,0,0.0
398.2421875,0,0,0,0.0
398.6328125,0,0,0,0.0
399.0234375,0,1,1,0.00011181930001118193
399.4140625,0,0,0,0.0
399.8046875,0,0,0,0.0
