Energy_keV,Signal_counts,Background_counts,Total_counts,Total_norm
1259.033203125,0,5,5,5.0
1260.498046875,0,2,2,2.0
1261.962890625,0,5,5,5.0
1263.427734375,0,0,0,0.0
1264.892578125,0,2,2,2.0
1266.357421875,0,1,1,1.0
1267.822265625,0,3,3,3.0
1269.287109375,0,0,0,0.0
1270.751953125,0,2,2,2.0
1272.216796875,0,0,0,0.0
1273.681640625,0,1,1,1.0
1275.146484375,0,3,3,3.0
1276.611328125,0,1,1,1.0
1278.076171875,0,0,0,0.0
1279.541015625,0,3,3,3.0
1281.005859375,0,0,0,0.0
1282.470703125,0,0,0,0.0
1283.935546875,0,0,0,0.0
1285.400390625,0,1,1,1.0
1286.865234375,0,2,2,2.0
1288.330078125,0,0,0,0.0
1289.794921875,0,2,2,2.0
1291.259765625,0,2,2,2.0
1292.724609375,0,3,3,3.0
1294.189453125,0,1,1,1.0
1295.654296875,0,1,1,1.0
1297.119140625,0,0,0,0.0
1298.583984375,0,2,2,2.0
1300.048828125,0,0,0,0.0
1301.513671875,0,1,1,1.0
1302.978515625,0,0,0,0.0
1304.443359375,0,0,0,0.0
1305.908203125,0,0,0,0.0
1307.373046875,0,6,6,6.0
1308.837890625,0,0,0,0.0
1310.302734375,0,1,1,1.0
1311.767578125,0,0,0,0.0
1313.232421875,0,0,0,0.0
1314.697265625,0,0,0,0.0
1316.162109375,0,1,1,1.0
1317.626953125,0,0,0,0.0
1319.091796875,0,1,1,1.0
1320.556640625,0,1,1,1.0
1322.021484375,0,2,2,2.0
1323.486328125,0,1,1,1.0
1324.951171875,0,1,1,1.0
1326.416015625,0,2,2,2.0
1327.880859375,0,5,5,5.0
1329.345703125,0,2,2,2.0
1330.810546875,0,2,2,2.0
1332.275390625,0,2,2,2.0
1333.740234375,0,2,2,2.0
1335.205078125,0,1,1,1.0
1336.669921875,0,5,5,5.0
1338.134765625,0,1,1,1.0
1339.599609375,0,0,0,0.0
1341.064453125,0,0,0,0.0
1342.529296875,0,2,2,2.0
1343.994140625,0,0,0,0.0
1345.458984375,0,2,2,2.0
1346.923828125,0,1,1,1.0
1348.388671875,0,0,0,0.0
1349.853515625,0,3,3,3.0
1351.318359375,0,0,0,0.0
1352.783203125,0,0,0,0.0
1354.248046875,0,0,0,0.0
1355.712890625,0,0,0,0.0
1357.177734375,0,2,2,2.0
1358.642578125,0,1,1,1.0
1360.107421875,0,3,3,3.0
1361.572265625,0,3,3,3.0
1363.037109375,0,2,2,2.0
1364.501953125,0,2,2,2.0
1365.966796875,0,5,5,5.0
1367.431640625,0,2,2,2.0
1368.896484375,0,0,0,0.0
1370.361328125,0,0,0,0.0
1371.826171875,0,3,3,3.0
1373.291015625,0,0,0,0.0
1374.755859375,0,2,2,2.0
1376.220703125,0,0,0,0.0
1377.685546875,0,2,2,2.0
1379.150390625,0,2,2,2.0
1380.615234375,0,1,1,1.0
1382.080078125,0,1,1,1.0
1383.544921875,0,3,3,3.0
1385.009765625,0,3,3,3.0
1386.474609375,0,0,0,0.0
1387.939453125,0,3,3,3.0
1389.404296875,0,8,8,8.0
1390.869140625,0,6,6,6.0
1392.333984375,0,2,2,2.0
1393.798828125,0,3,3,3.0
1395.263671875,0,3,3,3.0
1396.728515625,0,0,0,0.0
1398.193359375,0,6,6,6.0
1399.658203125,0,7,7,7.0
1401.123046875,0,1,1,1.0
1402.587890625,0,2,2,2.0
1404.052734375,0,8,8,8.0
1405.517578125,0,4,4,4.0
1406.982421875,0,3,3,3.0
1408.447265625,0,9,9,9.0
1409.912109375,0,4,4,4.0
1411.376953125,0,4,4,4.0
1412.841796875,0,4,4,4.0
1414.306640625,0,6,6,6.0
1415.771484375,0,1,1,1.0
1417.236328125,0,8,8,8.0
1418.701171875,0,8,8,8.0
1420.166015625,0,3,3,3.0
1421.630859375,0,6,6,6.0
1423.095703125,0,4,4,4.0
1424.560546875,0,6,6,6.0
1426.025390625,0,2,2,2.0
1427.490234375,0,13,13,13.0
1428.955078125,0,5,5,5.0
1430.419921875,0,6,6,6.0
1431.884765625,0,7,7,7.0
1433.349609375,0,7,7,7.0
1434.814453125,0,5,5,5.0
1436.279296875,0,4,4,4.0
1437.744140625,0,6,6,6.0
1439.208984375,0,7,7,7.0
1440.673828125,0,5,5,5.0
1442.138671875,0,3,3,3.0
1443.603515625,0,2,2,2.0
1445.068359375,0,5,5,5.0
1446.533203125,0,5,5,5.0
1447.998046875,0,4,4,4.0
1449.462890625,0,1,1,1.0
1450.927734375,0,4,4,4.0
1452.392578125,0,5,5,5.0
1453.857421875,0,2,2,2.0
1455.322265625,0,5,5,5.0
1456.787109375,0,2,2,2.0
1458.251953125,0,0,0,0.0
1459.716796875,0,5,5,5.0
1461.181640625,0,1,1,1.0
1462.646484375,0,8,8,8.0
1464.111328125,0,6,6,6.0
1465.576171875,0,4,4,4.0
1467.041015625,0,4,4,4.0
1468.505859375,0,2,2,2.0
1469.970703125,0,5,5,5.0
1471.435546875,0,6,6,6.0
1472.900390625,0,3,3,3.0
1474.365234375,0,2,2,2.0
1475.830078125,0,3,3,3.0
1477.294921875,0,3,3,3.0
1478.759765625,0,3,3,3.0
1480.224609375,0,4,4,4.0
1481.689453125,0,2,2,2.0
1483.154296875,0,2,2,2.0
1484.619140625,0,1,1,1.0
1486.083984375,0,0,0,0.0
1487.548828125,0,2,2,2.0
1489.013671875,0,1,1,1.0
1490.478515625,0,2,2,2.0
1491.943359375,0,2,2,2.0
1493.408203125,0,2,2,2.0
1494.873046875,0,2,2,2.0
1496.337890625,0,2,2,2.0
1497.802734375,0,0,0,0.0
1499.267578125,0,2,2,2.0
1500.732421875,0,0,0,0.0
1502.197265625,0,0,0,0.0
1503.662109375,0,1,1,1.0
1505.126953125,0,1,1,1.0
1506.591796875,0,1,1,1.0
1508.056640625,0,0,0,0.0
1509.521484375,0,1,1,1.0
1510.986328125,0,0,0,0.0
1512.451171875,0,0,0,0.0
1513.916015625,0,2,2,2.0
1515.380859375,0,1,1,1.0
1516.845703125,0,1,1,1.0
1518.310546875,0,1,1,1.0
1519.775390625,0,2,2,2.0
1521.240234375,0,0,0,0.0
1522.705078125,0,0,0,0.0
1524.169921875,0,1,1,1.0
1525.634765625,0,0,0,0.0
1527.099609375,0,0,0,0.0
1528.564453125,0,1,1,1.0
1530.029296875,0,0,0,0.0
1531.494140625,0,0,0,0.0
1532.958984375,0,0,0,0.0
1534.423828125,0,1,1,1.0
1535.888671875,0,1,1,1.0
1537.353515625,0,0,0,0.0
1538.818359375,0,1,1,1.0
1540.283203125,0,1,1,1.0
1541.748046875,0,1,1,1.0
1543.212890625,0,3,3,3.0
1544.677734375,0,1,1,1.0
1546.142578125,0,0,0,0.0
1547.607421875,0,1,1,1.0
1549.072265625,0,0,0,0.0
1550.537109375,0,1,1,1.0
1552.001953125,0,0,0,0.0
1553.466796875,0,1,1,1.0
1554.931640625,0,1,1,1.0
1556.396484375,0,0,0,0.0
1557.861328125,0,1,1,1.0
1559.326171875,0,0,0,0.0
1560.791015625,0,0,0,0.0
1562.255859375,0,0,0,0.0
1563.720703125,0,0,0,0.0
1565.185546875,0,0,0,0.0
1566.650390625,0,1,1,1.0
1568.115234375,0,1,1,1.0
1569.580078125,0,0,0,0.0
1571.044921875,0,0,0,0.0
1572.509765625,0,0,0,0.0
1573.974609375,0,0,0,0.0
1575.439453125,0,0,0,0.0
1576.904296875,0,0,0,0.0
1578.369140625,0,0,0,0.0
1579.833984375,0,2,2,2.0
1581.298828125,0,1,1,1.0
1582.763671875,0,0,0,0.0
1584.228515625,0,0,0,0.0
1585.693359375,0,1,1,1.0
1587.158203125,0,0,0,0.0
1588.623046875,0,0,0,0.0
1590.087890625,0,0,0,0.0
1591.552734375,0,2,2,2.0
1593.017578125,0,2,2,2.0
1594.482421875,0,0,0,0.0
1595.947265625,0,0,0,0.0
1597.412109375,0,3,3,3.0
1598.876953125,0,0,0,0.0
1600.341796875,0,0,0,0.0
1601.806640625,0,1,1,1.0
1603.271484375,0,0,0,0.0
1604.736328125,0,1,1,1.0
1606.201171875,0,0,0,0.0
1607.666015625,0,2,2,2.0
1609.130859375,0,0,0,0.0
1610.595703125,0,0,0,0.0
1612.060546875,0,3,3,3.0
1613.525390625,0,0,0,0.0
1614.990234375,0,1,1,1.0
1616.455078125,0,0,0,0.0
1617.919921875,0,1,1,1.0
1619.384765625,0,0,0,0.0
1620.849609375,0,3,3,3.0
1622.314453125,0,1,1,1.0
1623.779296875,0,0,0,0.0
1625.244140625,0,0,0,0.0
1626.708984375,0,0,0,0.0
1628.173828125,0,0,0,0.0
1629.638671875,0,2,2,2.0
1631.103515625,0,0,0,0.0
1632.568359375,0,0,0,0.0
1634.033203125,0,1,1,1.0
1635.498046875,0,0,0,0.0
1636.962890625,0,4,4,4.0
1638.427734375,0,0,0,0.0
1639.892578125,0,0,0,0.0
1641.357421875,0,0,0,0.0
1642.822265625,0,2,2,2.0
1644.287109375,0,0,0,0.0
1645.751953125,0,0,0,0.0
1647.216796875,0,0,0,0.0
1648.681640625,0,0,0,0.0
1650.146484375,0,2,2,2.0
1651.611328125,0,0,0,0.0
1653.076171875,0,2,2,2.0
1654.541015625,0,0,0,0.0
1656.005859375,0,0,0,0.0
1657.470703125,0,0,0,0.0
1658.935546875,0,0,0,0.0
1660.400390625,0,1,1,1.0
1661.865234375,0,2,2,2.0
1663.330078125,0,0,0,0.0
1664.794921875,0,0,0,0.0
1666.259765625,0,0,0,0.0
1667.724609375,0,0,0,0.0
1669.189453125,0,0,0,0.0
1670.654296875,0,1,1,1.0
1672.119140625,0,1,1,1.0
1673.583984375,0,0,0,0.0
1675.048828125,0,0,0,0.0
1676.513671875,0,0,0,0.0
1677.978515625,0,1,1,1.0
1679.443359375,0,1,1,1.0
1680.908203125,0,3,3,3.0
1682.373046875,0,0,0,0.0
1683.837890625,0,2,2,2.0
1685.302734375,0,0,0,0.0
1686.767578125,0,1,1,1.0
1688.232421875,0,3,3,3.0
1689.697265625,0,0,0,0.0
1691.162109375,0,1,1,1.0
1692.626953125,0,0,0,0.0
1694.091796875,0,0,0,0.0
1695.556640625,0,0,0,0.0
1697.021484375,0,0,0,0.0
1698.486328125,0,2,2,2.0
1699.951171875,0,1,1,1.0
1701.416015625,0,2,2,2.0
1702.880859375,0,1,1,1.0
1704.345703125,0,2,2,2.0
1705.810546875,0,4,4,4.0
1707.275390625,0,0,0,0.0
1708.740234375,0,0,0,0.0
1710.205078125,0,1,1,1.0
1711.669921875,0,1,1,1.0
1713.134765625,0,0,0,0.0
1714.599609375,0,0,0,0.0
1716.064453125,0,1,1,1.0
1717.529296875,0,0,0,0.0
1718.994140625,0,1,1,1.0
1720.458984375,0,1,1,1.0
1721.923828125,0,4,4,4.0
1723.388671875,0,0,0,0.0
1724.853515625,0,0,0,0.0
1726.318359375,0,1,1,1.0
1727.783203125,0,0,0,0.0
1729.248046875,0,1,1,1.0
1730.712890625,0,2,2,2.0
1732.177734375,0,0,0,0.0
1733.642578125,0,0,0,0.0
1735.107421875,0,0,0,0.0
1736.572265625,0,1,1,1.0
1738.037109375,0,1,1,1.0
1739.501953125,0,1,1,1.0
1740.966796875,0,0,0,0.0
1742.431640625,0,1,1,1.0
1743.896484375,0,1,1,1.0
1745.361328125,0,1,1,1.0
1746.826171875,0,0,0,0.0
1748.291015625,0,0,0,0.0
1749.755859375,0,3,3,3.0
1751.220703125,0,0,0,0.0
1752.685546875,0,3,3,3.0
1754.150390625,0,0,0,0.0
1755.615234375,0,1,1,1.0
1757.080078125,0,0,0,0.0
1758.544921875,0,2,2,2.0
1760.009765625,0,0,0,0.0
1761.474609375,0,1,1,1.0
1762.939453125,0,1,1,1.0
1764.404296875,0,0,0,0.0
1765.869140625,0,1,1,1.0
1767.333984375,0,1,1,1.0
1768.798828125,0,0,0,0.0
1770.263671875,0,0,0,0.0
1771.728515625,0,0,0,0.0
1773.193359375,0,0,0,0.0
1774.658203125,0,1,1,1.0
1776.123046875,0,0,0,0.0
1777.587890625,0,0,0,0.0
1779.052734375,0,1,1,1.0
1780.517578125,0,1,1,1.0
1781.982421875,0,1,1,1.0
1783.447265625,0,0,0,0.0
1784.912109375,0,0,0,0.0
1786.376953125,0,0,0,0.0
1787.841796875,0,0,0,0.0
1789.306640625,0,1,1,1.0
1790.771484375,0,1,1,1.0
1792.236328125,0,0,0,0.0
1793.701171875,0,1,1,1.0
1795.166015625,0,1,1,1.0
1796.630859375,0,1,1,1.0
1798.095703125,0,1,1,1.0
1799.560546875,0,0,0,0.0
1801.025390625,0,0,0,0.0
1802.490234375,0,0,0,0.0
1803.955078125,0,0,0,0.0
1805.419921875,0,0,0,0.0
1806.884765625,0,0,0,0.0
1808.349609375,0,0,0,0.0
1809.814453125,0,1,1,1.0
1811.279296875,0,0,0,0.0
1812.744140625,0,0,0,0.0
1814.208984375,0,0,0,0.0
1815.673828125,0,0,0,0.0
1817.138671875,0,0,0,0.0
1818.603515625,0,0,0,0.0
1820.068359375,0,0,0,0.0
1821.533203125,0,0,0,0.0
1822.998046875,0,1,1,1.0
1824.462890625,0,0,0,0.0
1825.927734375,0,0,0,0.0
1827.392578125,0,1,1,1.0
1828.857421875,0,0,0,0.0
1830.322265625,0,0,0,0.0
1831.787109375,0,0,0,0.0
1833.251953125,0,0,0,0.0
1834.716796875,0,0,0,0.0
1836.181640625,0,0,0,0.0
1837.646484375,0,0,0,0.0
1839.111328125,0,1,1,1.0
1840.576171875,0,1,1,1.0
1842.041015625,0,0,0,0.0
1843.505859375,0,0,0,0.0
1844.970703125,0,0,0,0.0
1846.435546875,0,0,0,0.0
1847.900390625,0,0,0,0.0
1849.365234375,0,0,0,0.0
1850.830078125,0,1,1,1.0
1852.294921875,0,0,0,0.0
1853.759765625,0,0,0,0.0
1855.224609375,0,0,0,0.0
1856.689453125,0,0,0,0.0
1858.154296875,0,0,0,0.0
1859.619140625,0,0,0,0.0
1861.083984375,0,0,0,0.0
1862.548828125,0,1,1,1.0
1864.013671875,0,1,1,1.0
1865.478515625,0,0,0,0.0
1866.943359375,0,0,0,0.0
1868.408203125,0,0,0,0.0
1869.873046875,0,0,0,0.0
1871.337890625,0,0,0,0.0
1872.802734375,0,0,0,0.0
1874.267578125,0,0,0,0.0
1875.732421875,0,0,0,0.0
1877.197265625,0,0,0,0.0
1878.662109375,0,0,0,0.0
1880.126953125,0,1,1,1.0
1881.591796875,0,0,0,0.0
1883.056640625,0,0,0,0.0
1884.521484375,0,0,0,0.0
1885.986328125,0,0,0,0.0
1887.451171875,0,0,0,0.0
1888.916015625,0,0,0,0.0
1890.380859375,0,0,0,0.0
1891.845703125,0,0,0,0.0
1893.310546875,0,1,1,1.0
1894.775390625,0,0,0,0.0
1896.240234375,0,1,1,1.0
1897.705078125,0,0,0,0.0
1899.169921875,0,1,1,1.0
1900.634765625,0,0,0,0.0
1902.099609375,0,0,0,0.0
1903.564453125,0,0,0,0.0
1905.029296875,0,1,1,1.0
1906.494140625,0,0,0,0.0
1907.958984375,0,1,1,1.0
1909.423828125,0,0,0,0.0
1910.888671875,0,2,2,2.0
1912.353515625,0,0,0,0.0
1913.818359375,0,0,0,0.0
1915.283203125,0,0,0,0.0
1916.748046875,0,0,0,0.0
1918.212890625,0,0,0,0.0
1919.677734375,0,0,0,0.0
1921.142578125,0,1,1,1.0
1922.607421875,0,0,0,0.0
1924.072265625,0,1,1,1.0
1925.537109375,0,0,0,0.0
1927.001953125,0,0,0,0.0
1928.466796875,0,0,0,0.0
1929.931640625,0,0,0,0.0
1931.396484375,0,0,0,0.0
1932.861328125,0,0,0,0.0
1934.326171875,0,0,0,0.0
1935.791015625,0,1,1,1.0
1937.255859375,0,1,1,1.0
1938.720703125,0,1,1,1.0
1940.185546875,0,0,0,0.0
1941.650390625,0,0,0,0.0
1943.115234375,0,0,0,0.0
1944.580078125,0,0,0,0.0
1946.044921875,0,0,0,0.0
1947.509765625,0,0,0,0.0
1948.974609375,0,0,0,0.0
1950.439453125,0,4,4,4.0
1951.904296875,0,0,0,0.0
1953.369140625,0,0,0,0.0
1954.833984375,0,0,0,0.0
1956.298828125,0,0,0,0.0
1957.763671875,0,0,0,0.0
1959.228515625,0,1,1,1.0
1960.693359375,0,0,0,0.0
1962.158203125,0,1,1,1.0
1963.623046875,0,0,0,0.0
1965.087890625,0,2,2,2.0
1966.552734375,0,1,1,1.0
1968.017578125,0,0,0,0.0
1969.482421875,0,0,0,0.0
1970.947265625,0,0,0,0.0
1972.412109375,0,0,0,0.0
1973.876953125,0,0,0,0.0
1975.341796875,0,0,0,0.0
1976.806640625,0,0,0,0.0
1978.271484375,0,0,0,0.0
1979.736328125,0,0,0,0.0
1981.201171875,0,0,0,0.0
1982.666015625,0,0,0,0.0
1984.130859375,0,0,0,0.0
1985.595703125,0,0,0,0.0
1987.060546875,0,0,0,0.0
1988.525390625,0,0,0,0.0
1989.990234375,0,0,0,0.0
1991.455078125,0,1,1,1.0
1992.919921875,0,0,0,0.0
1994.384765625,0,1,1,1.0
1995.849609375,0,1,1,1.0
1997.314453125,0,0,0,0.0
1998.779296875,0,1,1,1.0
2000.244140625,0,0,0,0.0
2001.708984375,0,0,0,0.0
2003.173828125,0,1,1,1.0
2004.638671875,0,0,0,0.0
2006.103515625,0,1,1,1.0
2007.568359375,0,0,0,0.0
2009.033203125,0,0,0,0.0
2010.498046875,0,0,0,0.0
2011.962890625,0,1,1,1.0
2013.427734375,0,1,1,1.0
2014.892578125,0,0,0,0.0
2016.357421875,0,0,0,0.0
2017.822265625,0,1,1,1.0
2019.287109375,0,0,0,0.0
2020.751953125,0,0,0,0.0
2022.216796875,0,0,0,0.0
2023.681640625,0,0,0,0.0
2025.146484375,0,0,0,0.0
2026.611328125,0,2,2,2.0
2028.076171875,0,0,0,0.0
2029.541015625,0,0,0,0.0
2031.005859375,0,0,0,0.0
2032.470703125,0,0,0,0.0
2033.935546875,0,0,0,0.0
2035.400390625,0,0,0,0.0
2036.865234375,0,0,0,0.0
2038.330078125,0,1,1,1.0
2039.794921875,0,1,1,1.0
2041.259765625,0,1,1,1.0
2042.724609375,0,0,0,0.0
2044.189453125,0,0,0,0.0
2045.654296875,0,0,0,0.0
2047.119140625,0,0,0,0.0
2048.583984375,0,0,0,0.0
2050.048828125,0,0,0,0.0
2051.513671875,0,0,0,0.0
2052.978515625,0,1,1,1.0
2054.443359375,0,0,0,0.0
2055.908203125,0,0,0,0.0
2057.373046875,0,2,2,2.0
2058.837890625,0,0,0,0.0
2060.302734375,0,0,0,0.0
2061.767578125,0,0,0,0.0
2063.232421875,0,0,0,0.0
2064.697265625,0,0,0,0.0
2066.162109375,0,0,0,0.0
2067.626953125,0,0,0,0.0
2069.091796875,0,1,1,1.0
2070.556640625,0,0,0,0.0
2072.021484375,0,0,0,0.0
2073.486328125,0,0,0,0.0
2074.951171875,0,0,0,0.0
2076.416015625,0,0,0,0.0
2077.880859375,0,0,0,0.0
2079.345703125,0,0,0,0.0
2080.810546875,0,0,0,0.0
2082.275390625,0,0,0,0.0
2083.740234375,0,0,0,0.0
2085.205078125,0,1,1,1.0
2086.669921875,0,0,0,0.0
2088.134765625,0,1,1,1.0
2089.599609375,0,0,0,0.0
2091.064453125,0,1,1,1.0
2092.529296875,0,1,1,1.0
2093.994140625,0,0,0,0.0
2095.458984375,0,1,1,1.0
2096.923828125,0,1,1,1.0
2098.388671875,0,1,1,1.0
2099.853515625,0,0,0,0.0
2101.318359375,0,0,0,0.0
2102.783203125,0,0,0,0.0
2104.248046875,0,0,0,0.0
2105.712890625,0,0,0,0.0
2107.177734375,0,0,0,0.0
2108.642578125,0,0,0,0.0
2110.107421875,0,0,0,0.0
2111.572265625,0,0,0,0.0
2113.037109375,0,0,0,0.0
2114.501953125,0,0,0,0.0
2115.966796875,0,0,0,0.0
2117.431640625,0,0,0,0.0
2118.896484375,0,1,1,1.0
2120.361328125,0,0,0,0.0
2121.826171875,0,0,0,0.0
2123.291015625,0,0,0,0.0
2124.755859375,0,0,0,0.0
2126.220703125,0,0,0,0.0
2127.685546875,0,0,0,0.0
2129.150390625,0,1,1,1.0
2130.615234375,0,0,0,0.0
2132.080078125,0,0,0,0.0
2133.544921875,0,0,0,0.0
2135.009765625,0,1,1,1.0
2136.474609375,0,1,1,1.0
2137.939453125,0,0,0,0.0
2139.404296875,0,0,0,0.0
2140.869140625,0,1,1,1.0
2142.333984375,0,0,0,0.0
2143.798828125,0,1,1,1.0
2145.263671875,0,0,0,0.0
2146.728515625,0,1,1,1.0
2148.193359375,0,0,0,0.0
2149.658203125,0,0,0,0.0
2151.123046875,0,1,1,1.0
2152.587890625,0,1,1,1.0
2154.052734375,0,1,1,1.0
2155.517578125,0,0,0,0.0
2156.982421875,0,2,2,2.0
2158.447265625,0,2,2,2.0
2159.912109375,0,0,0,0.0
2161.376953125,0,0,0,0.0
2162.841796875,0,1,1,1.0
2164.306640625,0,0,0,0.0
2165.771484375,0,0,0,0.0
2167.236328125,0,0,0,0.0
2168.701171875,0,0,0,0.0
2170.166015625,0,0,0,0.0
2171.630859375,0,0,0,0.0
2173.095703125,0,0,0,0.0
2174.560546875,0,0,0,0.0
2176.025390625,0,0,0,0.0
2177.490234375,0,4,4,4.0
2178.955078125,0,2,2,2.0
2180.419921875,0,3,3,3.0
2181.884765625,0,0,0,0.0
2183.349609375,0,1,1,1.0
2184.814453125,0,0,0,0.0
2186.279296875,0,0,0,0.0
2187.744140625,0,0,0,0.0
2189.208984375,0,0,0,0.0
2190.673828125,0,0,0,0.0
2192.138671875,0,0,0,0.0
2193.603515625,0,1,1,1.0
2195.068359375,0,0,0,0.0
2196.533203125,0,0,0,0.0
2197.998046875,0,1,1,1.0
2199.462890625,0,0,0,0.0
2200.927734375,0,1,1,1.0
2202.392578125,0,0,0,0.0
2203.857421875,0,0,0,0.0
2205.322265625,0,0,0,0.0
2206.787109375,0,0,0,0.0
2208.251953125,0,1,1,1.0
2209.716796875,0,0,0,0.0
2211.181640625,0,0,0,0.0
2212.646484375,0,0,0,0.0
2214.111328125,0,0,0,0.0
2215.576171875,0,0,0,0.0
2217.041015625,0,1,1,1.0
2218.505859375,0,0,0,0.0
2219.970703125,0,0,0,0.0
2221.435546875,0,1,1,1.0
2222.900390625,0,0,0,0.0
2224.365234375,0,0,0,0.0
2225.830078125,0,1,1,1.0
2227.294921875,0,0,0,0.0
2228.759765625,0,0,0,0.0
2230.224609375,0,0,0,0.0
2231.689453125,0,0,0,0.0
2233.154296875,0,1,1,1.0
2234.619140625,0,0,0,0.0
2236.083984375,0,0,0,0.0
2237.548828125,0,1,1,1.0
2239.013671875,0,1,1,1.0
2240.478515625,0,0,0,0.0
2241.943359375,0,0,0,0.0
2243.408203125,0,0,0,0.0
2244.873046875,0,0,0,0.0
2246.337890625,0,0,0,0.0
2247.802734375,0,1,1,1.0
2249.267578125,0,0,0,0.0
2250.732421875,0,1,1,1.0
2252.197265625,0,0,0,0.0
2253.662109375,0,1,1,1.0
2255.126953125,0,0,0,0.0
2256.591796875,0,0,0,0.0
2258.056640625,0,0,0,0.0
2259.521484375,0,2,2,2.0
2260.986328125,0,0,0,0.0
2262.451171875,0,0,0,0.0
2263.916015625,0,0,0,0.0
2265.380859375,0,0,0,0.0
2266.845703125,0,0,0,0.0
2268.310546875,0,1,1,1.0
2269.775390625,0,0,0,0.0
2271.240234375,0,0,0,0.0
2272.705078125,0,0,0,0.0
2274.169921875,0,0,0,0.0
2275.634765625,0,1,1,1.0
2277.099609375,0,0,0,0.0
2278.564453125,0,0,0,0.0
2280.029296875,0,0,0,0.0
2281.494140625,0,0,0,0.0
2282.958984375,0,0,0,0.0
2284.423828125,0,0,0,0.0
2285.888671875,0,0,0,0.0
2287.353515625,0,0,0,0.0
2288.818359375,0,0,0,0.0
2290.283203125,0,1,1,1.0
2291.748046875,0,0,0,0.0
2293.212890625,0,0,0,0.0
2294.677734375,0,0,0,0.0
2296.142578125,0,0,0,0.0
2297.607421875,0,0,0,0.0
2299.072265625,0,0,0,0.0
2300.537109375,0,0,0,0.0
2302.001953125,0,0,0,0.0
2303.466796875,0,0,0,0.0
2304.931640625,0,0,0,0.0
2306.396484375,0,1,1,1.0
2307.861328125,0,0,0,0.0
2309.326171875,0,0,0,0.0
2310.791015625,0,1,1,1.0
2312.255859375,0,0,0,0.0
2313.720703125,0,0,0,0.0
2315.185546875,0,0,0,0.0
2316.650390625,0,0,0,0.0
2318.115234375,0,0,0,0.0
2319.580078125,0,2,2,2.0
2321.044921875,0,0,0,0.0
2322.509765625,0,0,0,0.0
2323.974609375,0,0,0,0.0
2325.439453125,0,0,0,0.0
2326.904296875,0,0,0,0.0
2328.369140625,0,0,0,0.0
2329.833984375,0,0,0,0.0
2331.298828125,0,2,2,2.0
2332.763671875,0,1,1,1.0
2334.228515625,0,0,0,0.0
2335.693359375,0,0,0,0.0
2337.158203125,0,1,1,1.0
2338.623046875,0,0,0,0.0
2340.087890625,0,0,0,0.0
2341.552734375,0,0,0,0.0
2343.017578125,0,0,0,0.0
2344.482421875,0,1,1,1.0
2345.947265625,0,0,0,0.0
2347.412109375,0,0,0,0.0
2348.876953125,0,0,0,0.0
2350.341796875,0,0,0,0.0
2351.806640625,0,0,0,0.0
2353.271484375,0,0,0,0.0
2354.736328125,0,1,1,1.0
2356.201171875,0,0,0,0.0
2357.666015625,0,0,0,0.0
2359.130859375,0,0,0,0.0
2360.595703125,0,0,0,0.0
2362.060546875,0,0,0,0.0
2363.525390625,0,0,0,0.0
2364.990234375,0,0,0,0.0
2366.455078125,0,0,0,0.0
2367.919921875,0,0,0,0.0
2369.384765625,0,1,1,1.0
2370.849609375,0,0,0,0.0
2372.314453125,0,0,0,0.0
2373.779296875,0,0,0,0.0
2375.244140625,0,0,0,0.0
2376.708984375,0,0,0,0.0
2378.173828125,0,0,0,0.0
2379.638671875,0,0,0,0.0
2381.103515625,0,0,0,0.0
2382.568359375,0,2,2,2.0
2384.033203125,0,0,0,0.0
2385.498046875,0,0,0,0.0
2386.962890625,0,0,0,0.0
2388.427734375,0,4,4,4.0
2389.892578125,0,0,0,0.0
2391.357421875,0,0,0,0.0
2392.822265625,0,0,0,0.0
2394.287109375,0,0,0,0.0
2395.751953125,0,0,0,0.0
2397.216796875,0,0,0,0.0
2398.681640625,0,1,1,1.0
2400.146484375,0,0,0,0.0
2401.611328125,0,0,0,0.0
2403.076171875,0,1,1,1.0
2404.541015625,0,2,2,2.0
2406.005859375,0,0,0,0.0
2407.470703125,0,0,0,0.0
2408.935546875,0,0,0,0.0
2410.400390625,0,2,2,2.0
2411.865234375,0,0,0,0.0
2413.330078125,0,1,1,1.0
2414.794921875,0,0,0,0.0
2416.259765625,0,0,0,0.0
2417.724609375,0,0,0,0.0
2419.189453125,0,0,0,0.0
2420.654296875,0,1,1,1.0
2422.119140625,0,0,0,0.0
2423.583984375,0,0,0,0.0
2425.048828125,0,1,1,1.0
2426.513671875,0,2,2,2.0
2427.978515625,0,0,0,0.0
2429.443359375,0,0,0,0.0
2430.908203125,0,1,1,1.0
2432.373046875,0,0,0,0.0
2433.837890625,0,1,1,1.0
2435.302734375,0,2,2,2.0
2436.767578125,0,1,1,1.0
2438.232421875,0,1,1,1.0
2439.697265625,0,0,0,0.0
2441.162109375,0,1,1,1.0
2442.626953125,0,1,1,1.0
2444.091796875,0,1,1,1.0
2445.556640625,0,1,1,1.0
2447.021484375,0,0,0,0.0
2448.486328125,0,0,0,0.0
2449.951171875,0,2,2,2.0
2451.416015625,0,0,0,0.0
2452.880859375,0,0,0,0.0
2454.345703125,0,0,0,0.0
2455.810546875,0,0,0,0.0
2457.275390625,0,2,2,2.0
2458.740234375,0,2,2,2.0
2460.205078125,0,0,0,0.0
